Genus,Species,Center Lat,Center Long
Halichoeres,semicinctus,28.75,-111.75
Halichoeres,semicinctus,28.75,-112.25
Halichoeres,semicinctus,28.75,-115.25
Halichoeres,semicinctus,28.75,-117.25
Halichoeres,semicinctus,28.75,-118.25
Halichoeres,semicinctus,29.25,-113.25
Halichoeres,semicinctus,29.25,-113.75
Halichoeres,semicinctus,29.25,-112.25
Halichoeres,semicinctus,29.25,-115.75
Halichoeres,semicinctus,29.25,-118.25
Halichoeres,semicinctus,29.75,-113.75
Halichoeres,semicinctus,29.75,-114.25
Halichoeres,semicinctus,29.75,-112.75
Halichoeres,semicinctus,29.75,-115.75
Halichoeres,semicinctus,30.25,-112.75
Halichoeres,semicinctus,30.25,-115.75
Halichoeres,semicinctus,30.75,-116.25
Halichoeres,semicinctus,31.25,-113.75
Halichoeres,semicinctus,31.25,-114.25
Halichoeres,semicinctus,31.25,-114.75
Halichoeres,semicinctus,31.75,-116.75
Halichoeres,semicinctus,32.25,-117.25
Halichoeres,semicinctus,32.75,-117.25
Halichoeres,semicinctus,32.75,-118.25
Halichoeres,semicinctus,33.25,-117.25
Halichoeres,semicinctus,33.25,-117.75
Halichoeres,semicinctus,33.25,-118.25
Halichoeres,semicinctus,33.25,-118.75
Halichoeres,semicinctus,33.75,-117.75
Halichoeres,semicinctus,33.75,-118.25
Halichoeres,semicinctus,33.75,-118.75
Halichoeres,semicinctus,33.75,-120.25
